geometry,direction,highway,leisure,natural,access,name,addr:housenumber,addr:street,description,fee,tourism,garden:type,addr:city,gtfs_id,network:short,public_transport:version,route_ref,wheelchair,garden:style,addr:postcode,addr:suburb,opening_hours,operator,operator:type,dog,nohousenumber,park:type,short_name,note,old_name,place,wikidata,wikimedia_commons,wikipedia,barrier,related_law,start_date,surface,internet_access,internet_access:fee,internet_access:operator,operator:wikidata,ownership,phone,website,grass,landuse,name:pt,layer,alt_name,contact:phone,contact:website,official_name,GNS:id,name:en,name:es,source,man_made,contact:email,contact:facebook,contact:twitter,contact:youtube,loc_name,opening_hours:covid19,name:it,name:ja,name:tr,wikipedia:pt,amenity,community_centre,footway,hotspot,toilets:wheelchair,tree,sport,park_type,addr:country,animal,name:etymology:wikidata,foot,is_in:city,is_in:country,is_in:country_code,is_in:iso_3166_2,name:ar,name:fr,name:id,name:ja-Hira,name:ko,name:ru,name:vi,name:zh,wikipedia:en,ele,square,club,location,substation,addr:state,denomination,diocese,email,heritage,heritage:operator,historic,iphan:classification,iphan:inscription_date,iphan:status,iphan:tombo,monastery:type,ref:iphan,religion,parking,owner,owner:wikidata,check_date:opening_hours,disused:garden:type,disused:leisure,postal_code,smoking,check_date,boundary,governance_type,protect_class,protection_title,source:name,addr:full,fax,height,lit,fixme,building,shop,toilets,area:highway,lg_nome,lg_tipo,lg_prep,lg_titulo,level,grassland,official_name:en,park_ride,junction,park,fence_type,related_law:url,abandoned,leaf_type,noname,addr:district,area,width,leaf_cycle,plant,plants,urban,denotation,architect,fitness_station,ruins,heating,proposed:landuse,type,bicycle,horse,name:etymology,old_website,site,traffic_calming,note:2,playground
"POLYGON ((-46.6877833 -23.639931, -46.6877097 -23.6399527, -46.6876907 -23.6399536, -46.6876754 -23.6399525, -46.6876538 -23.6399463, -46.6876375 -23.6399387, -46.6876103 -23.6399238, -46.6875855 -23.6399003, -46.6875739 -23.6398842, -46.6875675 -23.639869, -46.6875649 -23.639859, -46.6875633 -23.639853, -46.6875622 -23.6398403, -46.6875659 -23.6398162, -46.6875697 -23.6397957, -46.6875767 -23.6397608, -46.6876125 -23.6396536, -46.6876456 -23.6395494, -46.68767 -23.6394727, -46.6876709 -23.6394698, -46.6877898 -23.639131, -46.6878215 -23.6390428, -46.6879417 -23.6390773, -46.6880175 -23.6390973, -46.688101 -23.6391206, -46.6881074 -23.6391628, -46.6881707 -23.6393804, -46.688137 -23.6393836, -46.6882038 -23.6395778, -46.6882043 -23.6395791, -46.6882208 -23.639625, -46.6882075 -23.6396446, -46.688181 -23.639676, -46.6881519 -23.6397093, -46.6881169 -23.6397425, -46.6880687 -23.6397774, -46.6880261 -23.6398058, -46.6879946 -23.6398269, -46.6879583 -23.639849, -46.6879325 -23.6398647, -46.6879128 -23.6398768, -46.6878678 -23.6399042, -46.687827 -23.6399184, -46.6877833 -23.639931))",,,park,,,Praça Professor Antônio Guariglia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.686771 -23.6367093, -46.6868602 -23.636521, -46.6869778 -23.6365843, -46.6869966 -23.6366105, -46.6870249 -23.6367194, -46.6870347 -23.6368025, -46.6867506 -23.6367524, -46.686771 -23.6367093))",,,park,,,Praça Thomas Francis O´Keeffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6995109 -23.655089, -46.6994444 -23.6549123, -46.6995193 -23.6548757, -46.6995847 -23.6549287, -46.6995859 -23.6549512, -46.6995166 -23.6550829, -46.6995109 -23.655089))",,,park,,,Praça Engenheiro Laerte Francisco Capozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6983396 -23.6605157, -46.6984026 -23.660564, -46.6984022 -23.660566, -46.6984021 -23.6605941, -46.698408 -23.6606215, -46.6984196 -23.6606476, -46.6984366 -23.660671, -46.698458 -23.6606908, -46.6984833 -23.6607065, -46.6985115 -23.6607173, -46.6985414 -23.6607228, -46.6985726 -23.6607229, -46.6986017 -23.6607167, -46.6986044 -23.6607156, -46.6986169 -23.6607242, -46.6986266 -23.6607335, -46.6986309 -23.6607395, -46.6986327 -23.6607444, -46.6986029 -23.6607783, -46.698598 -23.6607827, -46.6985938 -23.6607845, -46.6985916 -23.6607847, -46.698587 -23.6607829, -46.698401 -23.6606503, -46.6982792 -23.6605633, -46.698272 -23.6605557, -46.6982688 -23.6605503, -46.6982681 -23.660547, -46.6982686 -23.6605438, -46.6982701 -23.6605411, -46.6983179 -23.6605093, -46.6983207 -23.6605082, -46.6983255 -23.6605076, -46.6983292 -23.6605083, -46.6983322 -23.66051, -46.6983396 -23.6605157))",,,park,,,Praça Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6996026 -23.6612147, -46.6996491 -23.6612451, -46.6996672 -23.6612472, -46.6998177 -23.6610502, -46.6997713 -23.6610166, -46.6996026 -23.6612147))",,,park,,,Praça Leopoldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6995448 -23.6617134, -46.6996982 -23.661526, -46.699746 -23.6615596, -46.6995913 -23.6617466, -46.6995448 -23.6617134))",,,park,,,Praça Leopoldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6993171 -23.6615483, -46.6993307 -23.6615324, -46.6993672 -23.6614895, -46.6994793 -23.6613577, -46.6995459 -23.6614068, -46.6993913 -23.661602, -46.6993171 -23.6615483))",,,park,,,Praça Leopoldo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6822331 -23.6558816, -46.6822637 -23.6560214, -46.6822645 -23.6560325, -46.6822582 -23.6560431, -46.6822509 -23.6560459, -46.6822241 -23.6560393, -46.6821804 -23.656014, -46.6821 -23.6559737, -46.6822137 -23.6558949, -46.6822331 -23.6558816))",,,park,,,Praça Nicolau Tuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6827636 -23.6566988, -46.6826426 -23.6565424, -46.6825006 -23.6563563, -46.6823925 -23.6562152, -46.6823498 -23.6561613, -46.6823511 -23.6561588, -46.6823573 -23.6561509, -46.6823616 -23.6561478, -46.6823654 -23.6561496, -46.6823697 -23.6561523, -46.6823714 -23.6561537, -46.682378 -23.6561609, -46.6823905 -23.6561792, -46.6824094 -23.6562044, -46.6826715 -23.6565506, -46.6827138 -23.6566059, -46.6828323 -23.6567606, -46.6828442 -23.656776, -46.6828413 -23.6567792, -46.6828199 -23.6567735, -46.6827786 -23.6567188, -46.6827636 -23.6566988))",,,park,,,Praça Nicolau Tuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6830253 -23.6570232, -46.6830252 -23.6570259, -46.6830244 -23.6570288, -46.6830207 -23.6570341, -46.6830147 -23.6570402, -46.6830133 -23.6570412, -46.682931 -23.6569285, -46.6829295 -23.6569261, -46.682929 -23.6569243, -46.6829316 -23.6569259, -46.6830253 -23.6570232))",,,park,,,Praça Nicolau Tuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6818108 -23.652207, -46.6819255 -23.6521361, -46.6821139 -23.6520772, -46.6822 -23.6520625, -46.6821765 -23.6520979, -46.6821205 -23.6522323, -46.6821108 -23.6522553, -46.6820849 -23.652252, -46.6820371 -23.6522545, -46.6819877 -23.6522598, -46.6819506 -23.6522858, -46.6819377 -23.6523346, -46.6819377 -23.6523937, -46.6819124 -23.6523523, -46.6818257 -23.652225, -46.6818205 -23.6522169, -46.6818146 -23.6522103, -46.6818108 -23.652207))",,,park,,,Praça Bidu Sayao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.689203 -23.6543868, -46.689184 -23.6543945, -46.6891202 -23.654411, -46.6890673 -23.6544146, -46.6890122 -23.6544131, -46.6889643 -23.6544094, -46.6889169 -23.654401, -46.6889057 -23.654398, -46.6889339 -23.6544015, -46.6890038 -23.6544039, -46.6890368 -23.6544039, -46.6890885 -23.6544028, -46.6891396 -23.6543961, -46.6891947 -23.6543885, -46.689203 -23.6543868))",,,park,,,Praça José de Oliveira Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.687753 -23.6542466, -46.6877167 -23.6542488, -46.6876665 -23.6542475, -46.6876387 -23.6542473, -46.6876025 -23.6542442, -46.6875754 -23.6542396, -46.6875464 -23.6542358, -46.6874718 -23.6542177, -46.687425 -23.6542055, -46.6873787 -23.6541919, -46.6873385 -23.6541748, -46.6872902 -23.654151, -46.6872426 -23.6541234, -46.6872177 -23.654106, -46.6871809 -23.6540797, -46.6871487 -23.654054, -46.687131 -23.6540403, -46.6871005 -23.6540108, -46.6870704 -23.6539759, -46.687045 -23.6539466, -46.6870063 -23.6538925, -46.6869724 -23.6538373, -46.6869558 -23.6538055, -46.6869439 -23.6537796, -46.6868974 -23.6536736, -46.6868472 -23.6535795, -46.6868397 -23.6535663, -46.6868293 -23.6535515, -46.6867989 -23.6535101, -46.6867826 -23.65349, -46.6867684 -23.653475, -46.6867364 -23.6534478, -46.6867146 -23.6534324, -46.6866564 -23.6533981, -46.6866257 -23.6533849, -46.6865905 -23.6533714, -46.686565 -23.6533637, -46.6865425 -23.6533579, -46.6865213 -23.6533542, -46.6864946 -23.6533515, -46.6864723 -23.6533491, -46.6864286 -23.6533479, -46.6862508 -23.6533412, -46.6862069 -23.6533436, -46.6862038 -23.6533911, -46.6862425 -23.6533867, -46.6862986 -23.6533909, -46.6863886 -23.6534122, -46.6864695 -23.6534351, -46.6865724 -23.6535055, -46.686769 -23.6539936, -46.6868316 -23.6542168, -46.6868433 -23.6542558, -46.68685 -23.6542749, -46.686856 -23.6542883, -46.6868683 -23.6543158, -46.6868834 -23.6543403, -46.6869034 -23.6543675, -46.6869235 -23.6543885, -46.6869466 -23.6544123, -46.6869697 -23.6544313, -46.6869907 -23.6544464, -46.6870083 -23.6544566, -46.6870492 -23.6544757, -46.6870826 -23.6544889, -46.6871264 -23.6545025, -46.687152 -23.6545108, -46.6871753 -23.6545149, -46.6871978 -23.6545183, -46.6872197 -23.6545193, -46.6872395 -23.6545187, -46.6872639 -23.654517, -46.6872849 -23.6545148, -46.6873065 -23.6545103, -46.6873326 -23.654503, -46.6873562 -23.6544944, -46.6873747 -23.6544863, -46.6874314 -23.6544532, -46.6875343 -23.6543817, -46.6876767 -23.6542858, -46.6877539 -23.6542715, -46.687753 -23.6542466))",,,park,,,Praça José de Oliveira Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7116196 -23.6941396, -46.7116129 -23.6939579, -46.7118372 -23.6939545, -46.711845 -23.6941371, -46.7116196 -23.6941396))",,,park,,,Praça Príncipe Regente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7111933 -23.6945912, -46.7111869 -23.6944038, -46.7114461 -23.6943938, -46.7114616 -23.694584, -46.7111933 -23.6945912))",,,park,,,Praça Príncipe Regente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7115824 -23.6944041, -46.711585 -23.6943976, -46.7118538 -23.6943876, -46.7118598 -23.6945685, -46.7115984 -23.6945763, -46.7115824 -23.6944041))",,,park,,,Praça Príncipe Regente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7081882 -23.693044, -46.7079328 -23.693336, -46.7078126 -23.6930925, -46.7081882 -23.693044))",,,park,,,Praça Luiz Fernandes Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7084952 -23.6938718, -46.7084807 -23.6936394, -46.7082417 -23.6936445, -46.7082182 -23.6931193, -46.70799 -23.6934032, -46.7081181 -23.6935834, -46.7081912 -23.6936564, -46.7083301 -23.6937699, -46.7084573 -23.6938713, -46.708467 -23.6938787, -46.7084746 -23.6938799, -46.7084876 -23.6938802, -46.7084952 -23.6938718))",,,park,,,Praça Luiz Fernandes Figueira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7126571 -23.6885822, -46.712657 -23.6886224, -46.7126569 -23.688643, -46.7126561 -23.6888159, -46.7125881 -23.6888189, -46.7125891 -23.6885842, -46.7126571 -23.6885822))",,,park,,,Praça Doutor Paulo Cochrane Suplicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7129172 -23.6888088, -46.7129119 -23.6888091, -46.7128435 -23.6888118, -46.7128428 -23.6885709, -46.7129221 -23.6885687, -46.7129172 -23.6888088))",,,park,,,Praça Doutor Paulo Cochrane Suplicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7129228 -23.6884102, -46.7128718 -23.6884097, -46.7128662 -23.6884083, -46.7128645 -23.6884079, -46.7128612 -23.6884042, -46.7128412 -23.6883892, -46.7128358 -23.6883128, -46.7128359 -23.6882841, -46.712846 -23.6881848, -46.7129329 -23.6881953, -46.7129228 -23.6884102))",,,park,,,Praça Doutor Paulo Cochrane Suplicy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7111316 -23.686068, -46.7109813 -23.6863682, -46.7107454 -23.6862602, -46.7105084 -23.6861367, -46.7106692 -23.6858764, -46.710681 -23.6858868, -46.7106934 -23.6858945, -46.7106982 -23.6858982, -46.7107036 -23.6859037, -46.710713 -23.6859134, -46.7107231 -23.6859224, -46.7107308 -23.6859308, -46.7107469 -23.685944, -46.7107585 -23.685952, -46.7107698 -23.685961, -46.7107743 -23.6859682, -46.7107849 -23.6859793, -46.7107982 -23.6859928, -46.7108138 -23.6860049, -46.7108326 -23.6860108, -46.7108624 -23.6860129, -46.7108816 -23.6860132, -46.7108968 -23.6860157, -46.7109201 -23.6860242, -46.7109293 -23.6860298, -46.7109387 -23.6860361, -46.7109569 -23.6860448, -46.710973 -23.6860485, -46.7109861 -23.6860515, -46.7110012 -23.6860529, -46.7110295 -23.6860574, -46.7110404 -23.6860593, -46.7110664 -23.6860654, -46.711078 -23.6860685, -46.7110917 -23.686072, -46.7111099 -23.6860718, -46.7111308 -23.6860683, -46.7111316 -23.686068))",,,park,,,Praça Antônia Pereira de Almeida Morais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7195091 -23.670497, -46.7193599 -23.670574, -46.718945 -23.669932, -46.7191175 -23.6701184, -46.7194333 -23.670417, -46.7194552 -23.6704409, -46.7194811 -23.6704686, -46.7195091 -23.670497))",,,park,,,Praça Jorge Veiga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7115241 -23.6771713, -46.7114872 -23.6771587, -46.7115283 -23.6771086, -46.7115241 -23.6771713))",,,park,,,Praça Edessa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7016948 -23.6925799, -46.7016935 -23.6925921, -46.7016621 -23.6926086, -46.7016569 -23.6925103, -46.7016599 -23.692503, -46.7016633 -23.6925012, -46.7016675 -23.6925012, -46.7016703 -23.6925026, -46.7016948 -23.6925799))",,,park,,,Praça Hiroshi Shiozawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7018241 -23.7171243, -46.7010355 -23.7170384, -46.7007338 -23.7170335, -46.7002925 -23.716977, -46.7002795 -23.7169722, -46.7002696 -23.7169631, -46.7002644 -23.7169512, -46.7002649 -23.7169372, -46.700272 -23.7169247, -46.7002842 -23.7169161, -46.7002992 -23.7169132, -46.7015089 -23.7168874, -46.7015415 -23.7168865, -46.7015733 -23.71688, -46.7016007 -23.7168692, -46.7016256 -23.7168542, -46.7018241 -23.7171243))",,,park,,,Praça de Retorno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7029946 -23.7169457, -46.7029804 -23.7167537, -46.7031438 -23.7167493, -46.7031438 -23.7167439, -46.7032352 -23.7167422, -46.7032382 -23.7167781, -46.7029946 -23.7169457))",,,park,,,Praça Izauro Almeida Araújo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.7022944 -23.715777, -46.7023667 -23.7157736, -46.7023801 -23.7162641, -46.7024027 -23.7168865, -46.702405 -23.7171378, -46.7024037 -23.7171377, -46.7022586 -23.7171253, -46.7022579 -23.717125, -46.7022559 -23.7171171, -46.702254 -23.7170772, -46.7022481 -23.7168945, -46.7022364 -23.7164937, -46.7022341 -23.7163526, -46.7022238 -23.7159902, -46.702219 -23.715781, -46.7022944 -23.715777))",,,park,,,Praça Alfonso Boglio Marti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6258417 -23.6133329, -46.625671 -23.6134026, -46.6257844 -23.6132016, -46.6257873 -23.6132438, -46.6258059 -23.6132433, -46.6258417 -23.6133329))",,,park,,,Praça dos Namorados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6259383 -23.6106657, -46.6259579 -23.6104966, -46.6259577 -23.6104953, -46.6259552 -23.6104908, -46.6259504 -23.6104864, -46.6259425 -23.6104821, -46.6259358 -23.61048, -46.625927 -23.6104796, -46.6259168 -23.610481, -46.6259098 -23.6104834, -46.6257889 -23.6105576, -46.6257951 -23.6105605, -46.6258158 -23.6105705, -46.6258414 -23.610584, -46.6258686 -23.6106013, -46.6258931 -23.6106202, -46.6259161 -23.6106395, -46.6259302 -23.6106548, -46.6259383 -23.6106657))",,,park,,,Praça Ângela Fioreto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6278294 -23.610776, -46.6278149 -23.6109296, -46.6277753 -23.6112086, -46.6278115 -23.6112182, -46.6278187 -23.6111958, -46.6278429 -23.6111235, -46.6278664 -23.6110653, -46.6279166 -23.611034, -46.6279279 -23.6109807, -46.6279499 -23.6108287, -46.62795 -23.610777, -46.6279388 -23.6107044, -46.6279309 -23.6106475, -46.6279266 -23.6106361, -46.6279214 -23.6106298, -46.6279147 -23.6106238, -46.627908 -23.6106204, -46.6279019 -23.6106175, -46.6278894 -23.6106104, -46.6278796 -23.6106067, -46.627869 -23.610607, -46.6278667 -23.6106068, -46.6278622 -23.6106071, -46.6278583 -23.6106081, -46.6278543 -23.6106099, -46.6278518 -23.6106119, -46.627849 -23.6106146, -46.6278466 -23.6106183, -46.6278444 -23.6106238, -46.6278436 -23.6106272, -46.6278294 -23.610776))",,,park,,,Praça Maria de Lourdes Braga Barboza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"POLYGON ((-46.6209672 -23.6138021, -46.6210541 -23.6137319, -46.6209741 -23.6133484, -46.6225851 -23.6145681, -46.6218191 -23.6143574, -46.6218905 -23.6141475, -46.6209672 -23.6138021))",,,park,,,Praça Brás Goncalves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
