preco,condominio,iptu,rua,endereco,quartos,banheiros,area_m2,link,cidade,estado,data_coleta,vagas_garagem,bairro,tipo_imovel,preco_m2,endereco_geo,lat,lon,nivel_geocoding
13800.0,2500.0,800.0,Alameda dos Anapurus,"Apartamento para alugar com 160 m², 3 quartos, 5 banheiros, 3 vagas emIndianópolis, São Paulo",3.0,5,160.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-churrasqueira-indianopolis-sao-paulo-160m2-id-2838772676/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,3.0,Indianópolis,Apartamento,86.25,"Alameda dos Anapurus, Indianópolis, São Paulo, SP, Brasil",-23.6067561,-46.6575787,rua_bairro
13500.0,2300.0,800.0,Rua Gomes de Carvalho,"Apartamento para alugar com 137 m², 3 quartos, 4 banheiros, 3 vagas emVila Olímpia, São Paulo",3.0,4,137.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-vila-olimpia-sao-paulo-137m2-id-2870476006/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,3.0,Vila Olímpia,Apartamento,98.54014598540147,"Rua Gomes de Carvalho, Vila Olímpia, São Paulo, SP, Brasil",-23.5981538,-46.6829066,rua_bairro
35000.0,,2386.0,Rua Aramanaí,"Sobrado para alugar com 400 m², 4 quartos, 6 banheiros, 3 vagas emVila Madalena, São Paulo",4.0,6,400.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-4-quartos-vila-madalena-sao-paulo-400m2-id-2872531313/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,3.0,Vila Madalena,Sobrado,87.5,"Vila Madalena, São Paulo, SP, Brasil",,,falhou
3000.0,776.0,201.0,Rua José Alves Cunha Lima,"Apartamento para alugar com 64 m², 3 quartos, 1 banheiro emVila Butantã, São Paulo",3.0,1,64.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-varanda-vila-butanta-sao-paulo-64m2-id-2828654428/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,,Vila Butantã,Apartamento,46.875,"Vila Butantã, São Paulo, SP, Brasil",,,falhou
32000.0,7789.0,2496.0,Rua Leopoldo Couto Magalhães Júnior,"Apartamento para alugar com 245 m², 3 quartos, 6 banheiros, 3 vagas emItaim Bibi, São Paulo",3.0,6,245.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-3-quartos-com-piscina-itaim-bibi-sao-paulo-245m2-id-2863256056/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,3.0,Itaim Bibi,Apartamento,130.6122448979592,"Rua Leopoldo Couto Magalhães Júnior, Itaim Bibi, São Paulo, SP, Brasil",-23.5892049,-46.6839228,rua_bairro
10200.0,3200.0,300.0,Avenida Lavandisca,"Apartamento para alugar com 128 m², 2 quartos, 2 banheiros, 2 vagas emIndianópolis, São Paulo",2.0,2,128.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-playground-indianopolis-sao-paulo-128m2-id-2831644029/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:09,2.0,Indianópolis,Apartamento,79.6875,"Avenida Lavandisca, Indianópolis, São Paulo, SP, Brasil",-23.6036102,-46.6632371,rua_bairro
7200.0,1582.0,930.0,Rua Xavier Gouveia,"Apartamento para alugar com 136 m², 3 quartos, 4 banheiros, 2 vagas emParque Colonial, São Paulo",3.0,4,136.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-campo-belo-zona-sul-sao-paulo-sp-136m2-id-2874346880/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,2.0,Parque Colonial,Apartamento,52.94117647058823,"Parque Colonial, São Paulo, SP, Brasil",,,falhou
9900.0,1.0,1136.0,Rua Patápio Silva,"Casa para alugar com 283 m², 3 quartos, 3 banheiros, 4 vagas emJardim das Bandeiras, São Paulo",3.0,3,283.0,https://www.zapimoveis.com.br/imovel/aluguel-casa-3-quartos-com-lavabo-vila-madalena-zona-oeste-sao-paulo-sp-283m2-id-2873161405/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,4.0,Jardim das Bandeiras,Casa,34.98233215547703,"Jardim das Bandeiras, São Paulo, SP, Brasil",,,falhou
1700.0,,,Avenida do Rio Bonito,"Flat para alugar com 22 m², 1 quarto, 1 banheiro emSocorro, São Paulo",1.0,1,22.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-socorro-sao-paulo-22m2-id-2848885426/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,,Socorro,Flat,77.27272727272727,"Avenida do Rio Bonito, Socorro, São Paulo, SP, Brasil",-23.6866566,-46.7022669,rua_bairro
8000.0,1129.0,256.0,Avenida Doutor Cardoso de Melo,"Apartamento para alugar com 67 m², 2 quartos, 2 banheiros, 1 vaga emVila Olímpia, São Paulo",2.0,2,67.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-armario-embutido-vila-olimpia-sao-paulo-67m2-id-2873272673/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Olímpia,Apartamento,119.40298507462687,"Avenida Doutor Cardoso de Melo, Vila Olímpia, São Paulo, SP, Brasil",-23.5965974,-46.6887775,rua_bairro
3580.0,610.0,110.0,Rua José Maria Lisboa,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-37m2-id-2853405144/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Jardim Paulista,Flat,96.75675675675676,"Rua José Maria Lisboa, Jardim Paulista, São Paulo, SP, Brasil",-23.567608,-46.6585072,rua_bairro
4500.0,700.0,237.0,Avenida Regente Feijó,"Apartamento para alugar com 56 m², 1 quarto, 1 banheiro, 2 vagas emVila Regente Feijó, São Paulo",1.0,1,56.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-com-academia-vila-regente-feijo-sao-paulo-56m2-id-2811060717/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,2.0,Vila Regente Feijó,Apartamento,80.35714285714286,"Avenida Regente Feijó, Vila Regente Feijó, São Paulo, SP, Brasil",-22.218232,-51.3093023,rua_bairro
3600.0,1200.0,200.0,Rua Doutor João Clímaco Pereira,"Flat para alugar com 38 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,38.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-38m2-id-2853404298/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Itaim Bibi,Flat,94.73684210526316,"Rua Doutor João Clímaco Pereira, Itaim Bibi, São Paulo, SP, Brasil",-23.5897644,-46.6732365,rua_bairro
3965.0,915.0,120.0,Avenida Rouxinol,"Flat para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emIndianópolis, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-indianopolis-sao-paulo-44m2-id-2853470694/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Indianópolis,Flat,90.11363636363636,"Avenida Rouxinol, Indianópolis, São Paulo, SP, Brasil",-23.6067697,-46.6662101,rua_bairro
5635.0,750.0,115.0,Travessa Suzano,"Flat para alugar com 43 m², 1 quarto, 1 banheiro, 1 vaga emJardim Catanduva, São Paulo",1.0,1,43.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-catanduva-sao-paulo-43m2-id-2853473265/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Jardim Catanduva,Flat,131.04651162790697,"Jardim Catanduva, São Paulo, SP, Brasil",,,falhou
4100.0,1150.0,250.0,Rua Ribeiro do Vale,"Flat para alugar com 43 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,43.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-brooklin-paulista-sao-paulo-43m2-id-2796391628/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Brooklin Paulista,Flat,95.34883720930233,"Brooklin Paulista, São Paulo, SP, Brasil",,,falhou
4790.0,1000.0,210.0,Rua Diogo Jácome,"Flat para alugar com 37 m², 1 quarto, 2 banheiros, 1 vaga emVila Nova Conceição, São Paulo",1.0,2,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-37m2-id-2853841118/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Nova Conceição,Flat,129.45945945945945,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
7200.0,,,Rua Osório Duque Estrada,"Apartamento para alugar com 44 m², 1 quarto, 1 banheiro, 1 vaga emParaíso, São Paulo",1.0,1,44.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-paraiso-sao-paulo-44m2-id-2782805213/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Paraíso,Apartamento,163.63636363636363,"Rua Osório Duque Estrada, Paraíso, São Paulo, SP, Brasil",-22.7522647,-47.6413619,rua_bairro
2800.0,1700.0,300.0,Rua Oscar Freire,"Flat para alugar com 32 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,32.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-pinheiros-sao-paulo-32m2-id-2846477379/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Pinheiros,Flat,87.5,"Rua Oscar Freire, Pinheiros, São Paulo, SP, Brasil",-23.5507537,-46.6787992,rua_bairro
2300.0,1600.0,300.0,Rua Tuim,"Flat para alugar com 36 m², 1 quarto, 1 banheiro, 1 vaga emVila Uberabinha, São Paulo",1.0,1,36.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-vila-uberabinha-sao-paulo-36m2-id-2846481116/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Uberabinha,Flat,63.888888888888886,"Vila Uberabinha, São Paulo, SP, Brasil",,,falhou
2800.0,1600.0,200.0,Rua Carlos Sampaio,"Flat para alugar com 56 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,56.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-56m2-id-2853400404/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Bela Vista,Flat,50.0,"Rua Carlos Sampaio, Bela Vista, São Paulo, SP, Brasil",-23.5678014,-46.6463745,rua_bairro
4400.0,1100.0,100.0,Avenida Ibijaú,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-42m2-id-2853398446/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Moema,Flat,104.76190476190476,"Avenida Ibijaú, Moema, São Paulo, SP, Brasil",-23.605575,-46.6659696,rua_bairro
2900.0,1600.0,200.0,Rua Carlos Sampaio,"Flat para alugar com 56 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,56.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-56m2-id-2853396704/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Bela Vista,Flat,51.785714285714285,"Rua Carlos Sampaio, Bela Vista, São Paulo, SP, Brasil",-23.5678014,-46.6463745,rua_bairro
3950.0,800.0,250.0,Avenida Ibijaú,"Flat para alugar com 45 m², 1 quarto, 1 banheiro, 1 vaga emMoema, São Paulo",1.0,1,45.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-moema-sao-paulo-45m2-id-2715237598/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Moema,Flat,87.77777777777777,"Avenida Ibijaú, Moema, São Paulo, SP, Brasil",-23.605575,-46.6659696,rua_bairro
1880.0,911.0,110.0,Rua Professor José Horácio Meirelles Teixeira,"Flat para alugar com 34 m², 1 quarto, 1 banheiro, 1 vaga emVila Suzana, São Paulo",1.0,1,34.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-suzana-sao-paulo-34m2-id-2873984688/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Suzana,Flat,55.294117647058826,"Vila Suzana, São Paulo, SP, Brasil",,,falhou
3200.0,440.0,,Rua Cacilda Becker,"Apartamento para alugar com 23 m², 1 quarto, 1 banheiro emJardim das Acácias, São Paulo",1.0,1,23.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-piscina-jardim-das-acacias-sao-paulo-23m2-id-2776770638/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,,Jardim das Acácias,Apartamento,139.1304347826087,"Jardim das Acácias, São Paulo, SP, Brasil",,,falhou
4000.0,800.0,200.0,Rua Brás Cardoso,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-40m2-id-2741522279/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Nova Conceição,Flat,100.0,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
3960.0,1000.0,240.0,Rua Pedroso Alvarenga,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-40m2-id-2856727360/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Itaim Bibi,Flat,99.0,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, SP, Brasil",-23.5820241,-46.6791807,rua_bairro
3800.0,1500.0,300.0,Rua Itapeva,"Flat para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-48m2-id-2853404368/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Bela Vista,Flat,79.16666666666667,"Rua Itapeva, Bela Vista, São Paulo, SP, Brasil",-23.5622762,-46.6546908,rua_bairro
5070.0,1200.0,230.0,Rua Diogo Jácome,"Flat para alugar com 48 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,48.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-nova-conceicao-sao-paulo-48m2-id-2746658006/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Vila Nova Conceição,Flat,105.625,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
2875.0,1695.0,230.0,Rua Pedroso Alvarenga,"Flat para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emItaim Bibi, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-itaim-bibi-sao-paulo-33m2-id-2853403847/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Itaim Bibi,Flat,87.12121212121212,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, SP, Brasil",-23.5820241,-46.6791807,rua_bairro
4110.0,1080.0,310.0,Rua Batataes,"Flat para alugar com 32 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,32.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-32m2-id-2853406023/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 16:10:11,1.0,Jardim Paulista,Flat,128.4375,"Rua Batataes, Jardim Paulista, São Paulo, SP, Brasil",-23.5709376,-46.6566778,rua_bairro
15500.0,4374.0,1930.0,Rua Piracuama,"Cobertura para alugar com 450 m², 3 quartos, 3 banheiros, 3 vagas emPerdizes, São Paulo",3.0,3,450.0,https://www.zapimoveis.com.br/imovel/aluguel-cobertura-3-quartos-com-piscina-perdizes-zona-oeste-sao-paulo-sp-450m2-id-2868279365/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,3.0,Perdizes,Cobertura,34.44444444444444,"Rua Piracuama, Perdizes, São Paulo, SP, Brasil",-23.5391653,-46.6819838,rua_bairro
10430.0,1162.0,407.0,Avenida Presidente Juscelino Kubitschek,"Apartamento para alugar com 54 m², 1 quarto, 1 banheiro, 1 vaga emVila Nova Conceição, São Paulo",1.0,1,54.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-vila-olimpia-zona-sul-sao-paulo-sp-54m2-id-2873698879/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Vila Nova Conceição,Apartamento,193.14814814814815,"Vila Nova Conceição, São Paulo, SP, Brasil",,,falhou
7000.0,1500.0,500.0,Rua Luísa Júlia,"Apartamento para alugar com 120 m², 2 quartos, 3 banheiros, 2 vagas emItaim Bibi, São Paulo",2.0,3,120.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-2-quartos-com-piscina-itaim-bibi-sao-paulo-120m2-id-2874680019/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,2.0,Itaim Bibi,Apartamento,58.333333333333336,"Rua Luísa Júlia, Itaim Bibi, São Paulo, SP, Brasil",-23.5858701,-46.6739369,rua_bairro
4500.0,651.0,173.0,Rua Henri Dunant,"Apartamento para alugar com 33 m², 1 quarto, 1 banheiro, 1 vaga emSanto Amaro, São Paulo",1.0,1,33.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-santo-amaro-sao-paulo-33m2-id-2797823976/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Santo Amaro,Apartamento,136.36363636363637,"Rua Henri Dunant, Santo Amaro, São Paulo, SP, Brasil",-23.6329206,-46.6951551,rua_bairro
3400.0,1100.0,300.0,Rua Luís Coelho,"Flat para alugar com 42 m², 1 quarto, 1 banheiro, 1 vaga emConsolação, São Paulo",1.0,1,42.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-consolacao-sao-paulo-42m2-id-2846481217/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Consolação,Flat,80.95238095238095,"Rua Luís Coelho, Consolação, São Paulo, SP, Brasil",-23.556641,-46.6593079,rua_bairro
4260.0,1050.0,190.0,Rua Itapeva,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-50m2-id-2853404482/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Bela Vista,Flat,85.2,"Rua Itapeva, Bela Vista, São Paulo, SP, Brasil",-23.5622762,-46.6546908,rua_bairro
2240.0,925.0,435.0,Rua Barata Ribeiro,"Flat para alugar com 35 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,35.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-35m2-id-2853402423/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Bela Vista,Flat,64.0,"Rua Barata Ribeiro, Bela Vista, São Paulo, SP, Brasil",-23.5565217,-46.6533163,rua_bairro
3300.0,2000.0,300.0,Rua Joinville,"Flat para alugar com 41 m², 1 quarto, 1 banheiro emVila Mariana, São Paulo",1.0,1,41.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-mariana-sao-paulo-41m2-id-2811036936/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,,Vila Mariana,Flat,80.48780487804878,"Vila Mariana, São Paulo, SP, Brasil",,,falhou
4300.0,1500.0,200.0,Rua Serra de Juréa,"Apartamento para alugar com 28 m², 1 quarto, 1 banheiro, 1 vaga emCidade Mãe do Céu, São Paulo",1.0,1,28.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-cidade-mae-do-ceu-sao-paulo-28m2-id-2850894430/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Cidade Mãe do Céu,Apartamento,153.57142857142858,"Cidade Mãe do Céu, São Paulo, SP, Brasil",,,falhou
7000.0,1160.0,290.0,Avenida Portugal,"Apartamento para alugar com 96 m², 1 quarto, 1 banheiro, 1 vaga emBrooklin Paulista, São Paulo",1.0,1,96.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-1-quarto-mobiliado-brooklin-paulista-sao-paulo-96m2-id-2865128387/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Brooklin Paulista,Apartamento,72.91666666666667,"Brooklin Paulista, São Paulo, SP, Brasil",,,falhou
5048.0,1112.0,340.0,Rua Jean Peltier,"Flat para alugar com 63 m², 1 quarto, 1 banheiro, 1 vaga emCidade Monções, São Paulo",1.0,1,63.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-cidade-moncoes-sao-paulo-63m2-id-2869619384/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Cidade Monções,Flat,80.12698412698413,"Cidade Monções, São Paulo, SP, Brasil",,,falhou
2001.0,1700.0,299.0,Rua Santa Madalena,"Flat para alugar com 20 m², 1 quarto, 1 banheiro emBela Vista, São Paulo",1.0,1,20.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-bela-vista-sao-paulo-20m2-id-2846723215/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,,Bela Vista,Flat,100.05,"Rua Santa Madalena, Bela Vista, São Paulo, SP, Brasil",-23.5633588,-46.6421332,rua_bairro
2800.0,1850.0,350.0,Avenida Brigadeiro Luís Antônio,"Flat para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emJardim Paulista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-jardim-paulista-sao-paulo-40m2-id-2872328826/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Jardim Paulista,Flat,70.0,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo, SP, Brasil",-23.5687662,-46.6500111,rua_bairro
4000.0,638.0,196.0,Avenida Brigadeiro Luís Antônio,"Apartamento para alugar com 40 m², 1 quarto, 1 banheiro, 1 vaga emBela Vista, São Paulo",1.0,1,40.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-mobiliado-bela-vista-sao-paulo-40m2-id-2823110719/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Bela Vista,Apartamento,100.0,"Avenida Brigadeiro Luís Antônio, Bela Vista, São Paulo, SP, Brasil",-23.5620671,-46.6447527,rua_bairro
16500.0,2450.0,1720.0,Rua Doutor Paschoal Imperatriz,"Apartamento para alugar com 190 m², 4 quartos, 5 banheiros, 3 vagas emVila Gertrudes, São Paulo",4.0,5,190.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-com-churrasqueira-vila-gertrudes-sao-paulo-190m2-id-2850229829/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,3.0,Vila Gertrudes,Apartamento,86.84210526315789,"Vila Gertrudes, São Paulo, SP, Brasil",,,falhou
5000.0,726.0,,Rua Cristiano Viana,"Imóvel para alugar com 25 m², 1 quarto, 1 banheiro emCerqueira César, São Paulo",1.0,1,25.0,https://www.zapimoveis.com.br/imovel/aluguel-studio-1-quarto-cerqueira-cesar-sao-paulo-25m2-id-2854113515/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,,Cerqueira César,Imóvel,200.0,"Cerqueira César, São Paulo, SP, Brasil",,,falhou
10000.0,4500.0,1300.0,Rua Pintassilgo,"Apartamento para alugar com 290 m², 4 quartos, 5 banheiros, 3 vagas emVila Uberabinha, São Paulo",4.0,5,290.0,https://www.zapimoveis.com.br/imovel/aluguel-apartamento-4-quartos-com-playground-vila-uberabinha-sao-paulo-290m2-id-2867768739/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,3.0,Vila Uberabinha,Apartamento,34.48275862068966,"Vila Uberabinha, São Paulo, SP, Brasil",,,falhou
8290.0,1250.0,360.0,Rua Pais Leme,"Flat para alugar com 68 m², 2 quartos, 2 banheiros, 1 vaga emPinheiros, São Paulo",2.0,2,68.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-2-quartos-com-piscina-pinheiros-sao-paulo-68m2-id-2853402919/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Pinheiros,Flat,121.91176470588235,"Rua Pais Leme, Pinheiros, São Paulo, SP, Brasil",-23.5681439,-46.7011409,rua_bairro
4750.0,500.0,250.0,Rua Luís Correia de Melo,"Flat para alugar com 50 m², 1 quarto, 1 banheiro, 1 vaga emVila Cruzeiro, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-mobiliado-vila-cruzeiro-sao-paulo-50m2-id-2853399955/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Vila Cruzeiro,Flat,95.0,"Vila Cruzeiro, São Paulo, SP, Brasil",,,falhou
3180.0,1100.0,720.0,Rua Cunha Gago,"Flat para alugar com 37 m², 1 quarto, 1 banheiro, 1 vaga emPinheiros, São Paulo",1.0,1,37.0,https://www.zapimoveis.com.br/imovel/aluguel-flat-1-quarto-com-piscina-pinheiros-sao-paulo-37m2-id-2853405047/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:32,1.0,Pinheiros,Flat,85.94594594594595,"Rua Cunha Gago, Pinheiros, São Paulo, SP, Brasil",-23.562679,-46.6936201,rua_bairro
2500.0,450.0,,Rua Marquês de Paranaguá,"Apartamento para alugar com 50 m², 1 quarto, 1 banheiro emConsolação, São Paulo",1.0,1,50.0,https://www.zapimoveis.com.br/imovel/venda-apartamento-1-quarto-com-cozinha-consolacao-centro-sao-paulo-sp-50m2-id-2844066621/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:59,,Consolação,Apartamento,50.0,"Rua Marquês de Paranaguá, Consolação, São Paulo, SP, Brasil",-23.5503515,-46.6498514,rua_bairro
18000.0,,1886.0,Rua do Minho,"Sobrado para alugar com 300 m², 3 quartos, 5 banheiros, 5 vagas emJardim Luzitânia, São Paulo",3.0,5,300.0,https://www.zapimoveis.com.br/imovel/venda-sobrados-3-quartos-com-lavanderia-coletiva-jardim-luzitania-sao-paulo-300m2-id-2860493158/?source=ranking%2Crp,sao-paulo,sp,2026-03-13 18:07:59,5.0,Jardim Luzitânia,Sobrado,60.0,"Jardim Luzitânia, São Paulo, SP, Brasil",,,falhou
